Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
worse ashamed,"after booking the ride driver is not coming till 15 minutes and your app charged extra waiting time charges. this is driver scams for extra charged. I called the driver but he not received the call in first attempt, he picked the call in third time attempt. shame on your service. I hope you understand this scams. it's new...😡 do something....",-1,2025-09-10 07:55:26,0,,0.0791,Uber
nice conversation,very friendly nice conversation,1,2025-09-10 07:41:20,0,,0.6837,Uber
great conversation,very friendly nice conversation,1,2025-09-10 07:41:20,0,,0.6671,Uber
friendly,very friendly nice conversation,1,2025-09-10 07:41:20,0,,0.6648,Uber
nice experience,very friendly nice conversation,1,2025-09-10 07:41:20,0,,0.2736,Uber
loved service,very bad service provider. calling team using abusive language. No customer support.,-1,2025-09-10 07:34:48,0,,0.6246,Uber
language customer,very bad service provider. calling team using abusive language. No customer support.,-1,2025-09-10 07:34:48,0,,0.4998,Uber
provided,very bad service provider. calling team using abusive language. No customer support.,-1,2025-09-10 07:34:48,0,,0.4821,Uber
using abusive,very bad service provider. calling team using abusive language. No customer support.,-1,2025-09-10 07:34:48,0,,0.4297,Uber
team using,very bad service provider. calling team using abusive language. No customer support.,-1,2025-09-10 07:34:48,0,,0.3126,Uber
writing times,waiting time is too long,-1,2025-09-10 07:33:22,0,,0.8145,Uber
waiting bags,waiting time is too long,-1,2025-09-10 07:33:22,0,,0.6736,Uber
time long,waiting time is too long,-1,2025-09-10 07:33:22,0,,0.4787,Uber
location everytime,waiting time is too long,-1,2025-09-10 07:33:22,0,,0.4068,Uber
taking long,waiting time is too long,-1,2025-09-10 07:33:22,0,,0.3342,Uber
worst company,Worst company,-1,2025-09-10 07:31:09,0,,1.0,Uber
cheaper company,Worst company,-1,2025-09-10 07:31:09,0,,0.6469,Uber
doing great,great,1,2025-09-10 07:24:37,0,,1.0,Uber
excellent,driver was excellent,1,2025-09-10 07:23:31,0,,0.847,Uber
booking drivers,driver was excellent,1,2025-09-10 07:23:31,0,,0.5961,Uber
fast,Fast and smooth,0,2025-09-10 07:20:14,0,,0.9505,Uber
easy smooth,Fast and smooth,0,2025-09-10 07:20:14,0,,0.8275,Uber
wise good,good,1,2025-09-10 07:14:33,0,,1.0,Uber
estimated fare,"worst, the final fare >50% than estimated fare",-1,2025-09-10 07:13:53,0,,0.7243,Uber
final fare,"worst, the final fare >50% than estimated fare",-1,2025-09-10 07:13:53,0,,0.6479,Uber
worst final,"worst, the final fare >50% than estimated fare",-1,2025-09-10 07:13:53,0,,0.4613,Uber
showing 50rs,"worst, the final fare >50% than estimated fare",-1,2025-09-10 07:13:53,0,,0.2999,Uber
develop gps,The app is not clear and needs more develop of GPS for locations..and the prices rise suddenly and are not fixed No credibility& the price vary from user to another..my opinion. idont recommend it then i dont Depend on it .,-1,2025-09-10 07:13:01,0,,0.5882,Uber
app clear,The app is not clear and needs more develop of GPS for locations..and the prices rise suddenly and are not fixed No credibility& the price vary from user to another..my opinion. idont recommend it then i dont Depend on it .,-1,2025-09-10 07:13:01,0,,0.3181,Uber
idont recommend,The app is not clear and needs more develop of GPS for locations..and the prices rise suddenly and are not fixed No credibility& the price vary from user to another..my opinion. idont recommend it then i dont Depend on it .,-1,2025-09-10 07:13:01,0,,0.2615,Uber
credibility price,The app is not clear and needs more develop of GPS for locations..and the prices rise suddenly and are not fixed No credibility& the price vary from user to another..my opinion. idont recommend it then i dont Depend on it .,-1,2025-09-10 07:13:01,0,,0.2244,Uber
rise suddenly,The app is not clear and needs more develop of GPS for locations..and the prices rise suddenly and are not fixed No credibility& the price vary from user to another..my opinion. idont recommend it then i dont Depend on it .,-1,2025-09-10 07:13:01,0,,0.0205,Uber
overcharging fare,the experience is getting worse now a days. they are overcharging it. the fare was inr 369 while booking but when trip ended it showed inr458. although in the app it's showing that trip took approx 1 mile extra but even though it shouldn't charge 100 rs for 1 mile. that not acceptable. plz be cautious everyone 👎👎👎,-1,2025-09-10 07:10:21,0,,0.451,Uber
shouldn charge,the experience is getting worse now a days. they are overcharging it. the fare was inr 369 while booking but when trip ended it showed inr458. although in the app it's showing that trip took approx 1 mile extra but even though it shouldn't charge 100 rs for 1 mile. that not acceptable. plz be cautious everyone 👎👎👎,-1,2025-09-10 07:10:21,0,,0.3005,Uber
approx mile,the experience is getting worse now a days. they are overcharging it. the fare was inr 369 while booking but when trip ended it showed inr458. although in the app it's showing that trip took approx 1 mile extra but even though it shouldn't charge 100 rs for 1 mile. that not acceptable. plz be cautious everyone 👎👎👎,-1,2025-09-10 07:10:21,0,,0.2493,Uber
app showing,the experience is getting worse now a days. they are overcharging it. the fare was inr 369 while booking but when trip ended it showed inr458. although in the app it's showing that trip took approx 1 mile extra but even though it shouldn't charge 100 rs for 1 mile. that not acceptable. plz be cautious everyone 👎👎👎,-1,2025-09-10 07:10:21,0,,0.1993,Uber
inr 369,the experience is getting worse now a days. they are overcharging it. the fare was inr 369 while booking but when trip ended it showed inr458. although in the app it's showing that trip took approx 1 mile extra but even though it shouldn't charge 100 rs for 1 mile. that not acceptable. plz be cautious everyone 👎👎👎,-1,2025-09-10 07:10:21,0,,0.1503,Uber
waldemar awesome,Awesome...,1,2025-09-10 07:09:32,0,,0.5563,Uber
wise good,good 😊👍,1,2025-09-10 07:04:48,0,,0.794,Uber
uber pay,"Terrible experience, we either have to wait for 15 minutes (minimum) for the ride and every single time, the drivers ask for 30 - 50 rupees extra. What is the point of showing us how much it would cost only for the drivers to ask for extra cash? The drivers cancel the ride the second that we are unable to pay the extra amount that they demand. Sometimes they cancel on their own without any prior information whatsoever. Does Uber even pay its drivers? I would rate it zero stars if I could.",-1,2025-09-10 07:00:08,0,,0.6346,Uber
rupees extra,"Terrible experience, we either have to wait for 15 minutes (minimum) for the ride and every single time, the drivers ask for 30 - 50 rupees extra. What is the point of showing us how much it would cost only for the drivers to ask for extra cash? The drivers cancel the ride the second that we are unable to pay the extra amount that they demand. Sometimes they cancel on their own without any prior information whatsoever. Does Uber even pay its drivers? I would rate it zero stars if I could.",-1,2025-09-10 07:00:08,0,,0.3454,Uber
minutes minimum,"Terrible experience, we either have to wait for 15 minutes (minimum) for the ride and every single time, the drivers ask for 30 - 50 rupees extra. What is the point of showing us how much it would cost only for the drivers to ask for extra cash? The drivers cancel the ride the second that we are unable to pay the extra amount that they demand. Sometimes they cancel on their own without any prior information whatsoever. Does Uber even pay its drivers? I would rate it zero stars if I could.",-1,2025-09-10 07:00:08,0,,0.1516,Uber
cancel prior,"Terrible experience, we either have to wait for 15 minutes (minimum) for the ride and every single time, the drivers ask for 30 - 50 rupees extra. What is the point of showing us how much it would cost only for the drivers to ask for extra cash? The drivers cancel the ride the second that we are unable to pay the extra amount that they demand. Sometimes they cancel on their own without any prior information whatsoever. Does Uber even pay its drivers? I would rate it zero stars if I could.",-1,2025-09-10 07:00:08,0,,0.1219,Uber
point,"Terrible experience, we either have to wait for 15 minutes (minimum) for the ride and every single time, the drivers ask for 30 - 50 rupees extra. What is the point of showing us how much it would cost only for the drivers to ask for extra cash? The drivers cancel the ride the second that we are unable to pay the extra amount that they demand. Sometimes they cancel on their own without any prior information whatsoever. Does Uber even pay its drivers? I would rate it zero stars if I could.",-1,2025-09-10 07:00:08,0,,0.0656,Uber
uber egypt,"Uber Egypt is a complete disaster, drivers are rude, unprofessional, or outright scammers, making up excuses to charge extra. Even in the busiest areas, you’ll wait ages for a ride that usually cancels last minute. If a car does show up, it’s often a broken-down, unsafe wreck. The app itself is useless, with endless glitches, and nonexistent support. What’s meant to be convenient ends up being a stressful, unreliable mess that wastes your time and money every single ride. Genuinely zero stars",-1,2025-09-10 06:59:51,0,,0.7348,Uber
app useless,"Uber Egypt is a complete disaster, drivers are rude, unprofessional, or outright scammers, making up excuses to charge extra. Even in the busiest areas, you’ll wait ages for a ride that usually cancels last minute. If a car does show up, it’s often a broken-down, unsafe wreck. The app itself is useless, with endless glitches, and nonexistent support. What’s meant to be convenient ends up being a stressful, unreliable mess that wastes your time and money every single ride. Genuinely zero stars",-1,2025-09-10 06:59:51,0,,0.4142,Uber
drivers rude,"Uber Egypt is a complete disaster, drivers are rude, unprofessional, or outright scammers, making up excuses to charge extra. Even in the busiest areas, you’ll wait ages for a ride that usually cancels last minute. If a car does show up, it’s often a broken-down, unsafe wreck. The app itself is useless, with endless glitches, and nonexistent support. What’s meant to be convenient ends up being a stressful, unreliable mess that wastes your time and money every single ride. Genuinely zero stars",-1,2025-09-10 06:59:51,0,,0.2202,Uber
time money,"Uber Egypt is a complete disaster, drivers are rude, unprofessional, or outright scammers, making up excuses to charge extra. Even in the busiest areas, you’ll wait ages for a ride that usually cancels last minute. If a car does show up, it’s often a broken-down, unsafe wreck. The app itself is useless, with endless glitches, and nonexistent support. What’s meant to be convenient ends up being a stressful, unreliable mess that wastes your time and money every single ride. Genuinely zero stars",-1,2025-09-10 06:59:51,0,,0.1346,Uber
cancel wait,"Uber Egypt is a complete disaster, drivers are rude, unprofessional, or outright scammers, making up excuses to charge extra. Even in the busiest areas, you’ll wait ages for a ride that usually cancels last minute. If a car does show up, it’s often a broken-down, unsafe wreck. The app itself is useless, with endless glitches, and nonexistent support. What’s meant to be convenient ends up being a stressful, unreliable mess that wastes your time and money every single ride. Genuinely zero stars",-1,2025-09-10 06:59:51,0,,0.0366,Uber
remove cancel,"Please remove cancel button from drivers end , most of them cancel ride and we got late for our work ....",-1,2025-09-10 06:55:48,0,,0.6871,Uber
button drivers,"Please remove cancel button from drivers end , most of them cancel ride and we got late for our work ....",-1,2025-09-10 06:55:48,0,,0.4113,Uber
dependable really,"Please remove cancel button from drivers end , most of them cancel ride and we got late for our work ....",-1,2025-09-10 06:55:48,0,,0.2848,Uber
got,"Please remove cancel button from drivers end , most of them cancel ride and we got late for our work ....",-1,2025-09-10 06:55:48,0,,0.2572,Uber
late work,"Please remove cancel button from drivers end , most of them cancel ride and we got late for our work ....",-1,2025-09-10 06:55:48,0,,0.172,Uber
uber sucks,so it's my first time using uber and it sucks .....no wonder people in Delhi complain about it ...the uber driver didn't turn on the AC even though it very hot in Delhi ... horrible experience,-1,2025-09-10 06:48:46,0,,0.6125,Uber
hot delhi,so it's my first time using uber and it sucks .....no wonder people in Delhi complain about it ...the uber driver didn't turn on the AC even though it very hot in Delhi ... horrible experience,-1,2025-09-10 06:48:46,0,,0.5331,Uber
turn ac,so it's my first time using uber and it sucks .....no wonder people in Delhi complain about it ...the uber driver didn't turn on the AC even though it very hot in Delhi ... horrible experience,-1,2025-09-10 06:48:46,0,,0.2426,Uber
bad experience,so it's my first time using uber and it sucks .....no wonder people in Delhi complain about it ...the uber driver didn't turn on the AC even though it very hot in Delhi ... horrible experience,-1,2025-09-10 06:48:46,0,,0.1316,Uber
people respectful,so it's my first time using uber and it sucks .....no wonder people in Delhi complain about it ...the uber driver didn't turn on the AC even though it very hot in Delhi ... horrible experience,-1,2025-09-10 06:48:46,0,,0.0312,Uber
goood discounts,goood discounts and price,1,2025-09-10 06:43:24,0,,0.9226,Uber
discounts price,goood discounts and price,1,2025-09-10 06:43:24,0,,0.7088,Uber
price app,goood discounts and price,1,2025-09-10 06:43:24,0,,0.5088,Uber
price trips,amazing price of every trip,1,2025-09-10 06:42:54,0,,0.7991,Uber
amazing,amazing price of every trip,1,2025-09-10 06:42:54,0,,0.6354,Uber
trip arriving,amazing price of every trip,1,2025-09-10 06:42:54,0,,0.5422,Uber
price app,amazing price of every trip,1,2025-09-10 06:42:54,0,,0.4574,Uber
rides accepted,no rides are accepted.....i have to wait too long and at last they say add more cash to get your ride accepted,-1,2025-09-10 06:40:11,0,,0.805,Uber
cash ride,no rides are accepted.....i have to wait too long and at last they say add more cash to get your ride accepted,-1,2025-09-10 06:40:11,0,,0.5321,Uber
add cash,no rides are accepted.....i have to wait too long and at last they say add more cash to get your ride accepted,-1,2025-09-10 06:40:11,0,,0.284,Uber
accepted wait,no rides are accepted.....i have to wait too long and at last they say add more cash to get your ride accepted,-1,2025-09-10 06:40:11,0,,0.2658,Uber
long say,no rides are accepted.....i have to wait too long and at last they say add more cash to get your ride accepted,-1,2025-09-10 06:40:11,0,,0.0208,Uber
doing great,great,1,2025-09-10 06:34:23,0,,1.0,Uber
bad experience,very bad,-1,2025-09-10 06:33:04,0,,0.8372,Uber
excellent,excellent service,1,2025-09-10 06:31:34,0,,1.0,Uber
loved service,excellent service,1,2025-09-10 06:31:34,0,,0.6481,Uber
good service,good service,1,2025-09-10 06:31:33,0,,1.0,Uber
loved service,good service,1,2025-09-10 06:31:33,0,,0.6827,Uber
wise good,good service,1,2025-09-10 06:31:33,0,,0.4384,Uber
wise good,very good 👍,1,2025-09-10 06:31:22,0,,0.613,Uber
uber protects,Uber protects us from scammers,0,2025-09-10 06:29:38,0,,0.8206,Uber
protects scammers,Uber protects us from scammers,0,2025-09-10 06:29:38,0,,0.6842,Uber
wonderful uber,Uber protects us from scammers,0,2025-09-10 06:29:38,0,,0.5837,Uber
good service,good service,1,2025-09-10 06:28:09,0,,1.0,Uber
loved service,good service,1,2025-09-10 06:28:09,0,,0.6827,Uber
wise good,good service,1,2025-09-10 06:28:09,0,,0.4384,Uber
reliable,"very reliable app, it's a blessing",1,2025-09-10 06:25:29,0,,0.7911,Uber
bless,"very reliable app, it's a blessing",1,2025-09-10 06:25:29,0,,0.5995,Uber
price app,"very reliable app, it's a blessing",1,2025-09-10 06:25:29,0,,0.5677,Uber
wise good,good,1,2025-09-10 06:21:17,0,,1.0,Uber
apps,I am using Uber apps for more than four years. it's quite good and friendly user. But I suggest to have loyalty award or anything to pay back for those loyal passenger.,1,2025-09-10 06:12:30,0,,0.7121,Uber
suggest loyalty,I am using Uber apps for more than four years. it's quite good and friendly user. But I suggest to have loyalty award or anything to pay back for those loyal passenger.,1,2025-09-10 06:12:30,0,,0.3011,Uber
friendly,I am using Uber apps for more than four years. it's quite good and friendly user. But I suggest to have loyalty award or anything to pay back for those loyal passenger.,1,2025-09-10 06:12:30,0,,0.24,Uber
award pay,I am using Uber apps for more than four years. it's quite good and friendly user. But I suggest to have loyalty award or anything to pay back for those loyal passenger.,1,2025-09-10 06:12:30,0,,0.1974,Uber
years,I am using Uber apps for more than four years. it's quite good and friendly user. But I suggest to have loyalty award or anything to pay back for those loyal passenger.,1,2025-09-10 06:12:30,0,,0.1136,Uber
wise good,good.,1,2025-09-10 06:10:34,0,,0.8636,Uber
writing times,Waiting time too long.,-1,2025-09-10 06:09:56,0,,0.8198,Uber
waiting bags,Waiting time too long.,-1,2025-09-10 06:09:56,0,,0.7248,Uber
time long,Waiting time too long.,-1,2025-09-10 06:09:56,0,,0.5439,Uber
location everytime,Waiting time too long.,-1,2025-09-10 06:09:56,0,,0.4289,Uber
long say,Waiting time too long.,-1,2025-09-10 06:09:56,0,,0.3945,Uber
नह रह,जब ऑटो वाले उबर पर नहीं आ रहे हैं तो ऑप्शन क्यों देखते है???,0,2025-09-10 06:08:48,0,,0.6215,Uber
उबर पर,जब ऑटो वाले उबर पर नहीं आ रहे हैं तो ऑप्शन क्यों देखते है???,0,2025-09-10 06:08:48,0,,0.5839,Uber
खत,जब ऑटो वाले उबर पर नहीं आ रहे हैं तो ऑप्शन क्यों देखते है???,0,2025-09-10 06:08:48,0,,0.3875,Uber
शन,जब ऑटो वाले उबर पर नहीं आ रहे हैं तो ऑप्शन क्यों देखते है???,0,2025-09-10 06:08:48,0,,0.3269,Uber
ऑट,जब ऑटो वाले उबर पर नहीं आ रहे हैं तो ऑप्शन क्यों देखते है???,0,2025-09-10 06:08:48,0,,0.2399,Uber
nice sarbis,nice sarbis,0,2025-09-10 06:07:46,0,,1.0,Uber
nice experience,nice sarbis,0,2025-09-10 06:07:46,0,,0.3635,Uber
wise good,good,1,2025-09-10 06:05:41,0,,1.0,Uber
wise good,good,1,2025-09-10 06:04:32,0,,1.0,Uber
uber lithuania,"always the worst experience. horrible algorithm, sending drivers from across the city, estimate time always doubles or triples, drivers refuse the trip because it's too little money for such a long travel time to pick me up. there is something seriously wrong with uber in Lithuania.",-1,2025-09-10 06:04:07,0,,0.6269,Uber
worst experience,"always the worst experience. horrible algorithm, sending drivers from across the city, estimate time always doubles or triples, drivers refuse the trip because it's too little money for such a long travel time to pick me up. there is something seriously wrong with uber in Lithuania.",-1,2025-09-10 06:04:07,0,,0.3593,Uber
estimate time,"always the worst experience. horrible algorithm, sending drivers from across the city, estimate time always doubles or triples, drivers refuse the trip because it's too little money for such a long travel time to pick me up. there is something seriously wrong with uber in Lithuania.",-1,2025-09-10 06:04:07,0,,0.2699,Uber
sending,"always the worst experience. horrible algorithm, sending drivers from across the city, estimate time always doubles or triples, drivers refuse the trip because it's too little money for such a long travel time to pick me up. there is something seriously wrong with uber in Lithuania.",-1,2025-09-10 06:04:07,0,,0.208,Uber
doubles triples,"always the worst experience. horrible algorithm, sending drivers from across the city, estimate time always doubles or triples, drivers refuse the trip because it's too little money for such a long travel time to pick me up. there is something seriously wrong with uber in Lithuania.",-1,2025-09-10 06:04:07,0,,0.0715,Uber
destination price,dont use this app after reaching your destination price will increase worst app,-1,2025-09-10 06:01:31,0,,0.5463,Uber
use app,dont use this app after reaching your destination price will increase worst app,-1,2025-09-10 06:01:31,0,,0.5112,Uber
increased,dont use this app after reaching your destination price will increase worst app,-1,2025-09-10 06:01:31,0,,0.375,Uber
idont recommend,dont use this app after reaching your destination price will increase worst app,-1,2025-09-10 06:01:31,0,,0.2078,Uber
reaching,dont use this app after reaching your destination price will increase worst app,-1,2025-09-10 06:01:31,0,,0.1538,Uber
friendly,User friendly app,1,2025-09-10 05:59:38,0,,0.854,Uber
price app,User friendly app,1,2025-09-10 05:59:38,0,,0.7576,Uber
users live,User friendly app,1,2025-09-10 05:59:38,0,,0.3626,Uber
wise good,good,1,2025-09-10 05:58:09,0,,1.0,Uber
uber app,"Uber application shows less money at the time of booking the fare and shows more money after the ride is over. It has been a while, that's why I am giving a review",0,2025-09-10 05:57:22,0,,0.5171,Uber
booking fare,"Uber application shows less money at the time of booking the fare and shows more money after the ride is over. It has been a while, that's why I am giving a review",0,2025-09-10 05:57:22,0,,0.3665,Uber
shows money,"Uber application shows less money at the time of booking the fare and shows more money after the ride is over. It has been a while, that's why I am giving a review",0,2025-09-10 05:57:22,0,,0.2975,Uber
ride giving,"Uber application shows less money at the time of booking the fare and shows more money after the ride is over. It has been a while, that's why I am giving a review",0,2025-09-10 05:57:22,0,,0.2798,Uber
updqting review,"Uber application shows less money at the time of booking the fare and shows more money after the ride is over. It has been a while, that's why I am giving a review",0,2025-09-10 05:57:22,0,,0.2755,Uber
wait time,wait time is too long,-1,2025-09-10 05:54:31,0,,0.7396,Uber
time long,wait time is too long,-1,2025-09-10 05:54:31,0,,0.547,Uber
waiting bags,wait time is too long,-1,2025-09-10 05:54:31,0,,0.4558,Uber
location everytime,wait time is too long,-1,2025-09-10 05:54:31,0,,0.4411,Uber
long say,wait time is too long,-1,2025-09-10 05:54:31,0,,0.3644,Uber
aap good,good app and good performance,1,2025-09-10 05:54:31,0,,0.7562,Uber
man,good app and good performance,1,2025-09-10 05:54:31,0,,0.5956,Uber
price app,good app and good performance,1,2025-09-10 05:54:31,0,,0.5872,Uber
wise good,good app and good performance,1,2025-09-10 05:54:31,0,,0.207,Uber
excellent,excellent,1,2025-09-10 05:52:38,0,,1.0,Uber
app mobile,earlier im using this app. however after updating app my mobile not support this and not working this is not to good for riders,-1,2025-09-10 05:49:31,0,,0.6217,Uber
version updating,earlier im using this app. however after updating app my mobile not support this and not working this is not to good for riders,-1,2025-09-10 05:49:31,0,,0.2937,Uber
good ride,earlier im using this app. however after updating app my mobile not support this and not working this is not to good for riders,-1,2025-09-10 05:49:31,0,,0.2753,Uber
support working,earlier im using this app. however after updating app my mobile not support this and not working this is not to good for riders,-1,2025-09-10 05:49:31,0,,0.2381,Uber
earlier im,earlier im using this app. however after updating app my mobile not support this and not working this is not to good for riders,-1,2025-09-10 05:49:31,0,,0.1613,Uber
nice experience,nice,1,2025-09-10 05:32:08,0,,1.0,Uber
class app,3rd class app.,0,2025-09-10 05:28:39,0,,0.7809,Uber
3rd class,3rd class app.,0,2025-09-10 05:28:39,0,,0.6761,Uber
price app,3rd class app.,0,2025-09-10 05:28:39,0,,0.6176,Uber
best thing,best,0,2025-09-10 05:28:11,0,,1.0,Uber
afterpay included,Afterpay is not included as payment option.,-1,2025-09-10 05:27:04,0,,0.8073,Uber
payment option,Afterpay is not included as payment option.,-1,2025-09-10 05:27:04,0,,0.5961,Uber
included payment,Afterpay is not included as payment option.,-1,2025-09-10 05:27:04,0,,0.5312,Uber
wise good,good,1,2025-09-10 05:21:14,0,,1.0,Uber
procure cars,very bad experience....doesn't procure cars when needed the most,-1,2025-09-10 05:20:11,0,,0.6039,Uber
bad experience,very bad experience....doesn't procure cars when needed the most,-1,2025-09-10 05:20:11,0,,0.5864,Uber
doesn procure,very bad experience....doesn't procure cars when needed the most,-1,2025-09-10 05:20:11,0,,0.3498,Uber
care doesn,very bad experience....doesn't procure cars when needed the most,-1,2025-09-10 05:20:11,0,,0.1257,Uber
needed,very bad experience....doesn't procure cars when needed the most,-1,2025-09-10 05:20:11,0,,0.055,Uber
changes notified,hang,0,2025-09-10 05:15:24,0,,1.0,Uber
bank usaa,"worst app ever tried multiple times to change my payment method to my different card but would never let me also would never let me add my bank as well. USAA works with everyone, but apparently, not this idiots",-1,2025-09-10 05:14:26,0,,0.5933,Uber
worst app,"worst app ever tried multiple times to change my payment method to my different card but would never let me also would never let me add my bank as well. USAA works with everyone, but apparently, not this idiots",-1,2025-09-10 05:14:26,0,,0.4465,Uber
method different,"worst app ever tried multiple times to change my payment method to my different card but would never let me also would never let me add my bank as well. USAA works with everyone, but apparently, not this idiots",-1,2025-09-10 05:14:26,0,,0.1942,Uber
let let,"worst app ever tried multiple times to change my payment method to my different card but would never let me also would never let me add my bank as well. USAA works with everyone, but apparently, not this idiots",-1,2025-09-10 05:14:26,0,,0.0925,Uber
apparently idiots,"worst app ever tried multiple times to change my payment method to my different card but would never let me also would never let me add my bank as well. USAA works with everyone, but apparently, not this idiots",-1,2025-09-10 05:14:26,0,,0.072,Uber
wise good,good,1,2025-09-10 05:07:10,0,,1.0,Uber
terrible fares,"terrible fares , just charge the user by adding tips , riders don't accept rides until you add extra tips , terrible experience, absolutely trash app",-1,2025-09-10 05:05:39,0,,0.6278,Uber
accept rides,"terrible fares , just charge the user by adding tips , riders don't accept rides until you add extra tips , terrible experience, absolutely trash app",-1,2025-09-10 05:05:39,0,,0.4476,Uber
charge user,"terrible fares , just charge the user by adding tips , riders don't accept rides until you add extra tips , terrible experience, absolutely trash app",-1,2025-09-10 05:05:39,0,,0.3371,Uber
adding tips,"terrible fares , just charge the user by adding tips , riders don't accept rides until you add extra tips , terrible experience, absolutely trash app",-1,2025-09-10 05:05:39,0,,0.3098,Uber
trash,"terrible fares , just charge the user by adding tips , riders don't accept rides until you add extra tips , terrible experience, absolutely trash app",-1,2025-09-10 05:05:39,0,,0.2746,Uber
uber lincoln,"I ordered a car at eight p m on Tuesday night september 9th in lincoln park, four minute ride to the train station.My train leaves at 8:27, 2 of your drivers never showed up on time. So half an hour later, I actually missed my train that I could have walked to in 10 minutes, I ended up having to take an Uber from Lincoln Park to Manhattan, because there were no more trains, that cost me $90. please credit my account for that amount",-1,2025-09-10 05:02:32,0,,0.5334,Uber
trains cost,"I ordered a car at eight p m on Tuesday night september 9th in lincoln park, four minute ride to the train station.My train leaves at 8:27, 2 of your drivers never showed up on time. So half an hour later, I actually missed my train that I could have walked to in 10 minutes, I ended up having to take an Uber from Lincoln Park to Manhattan, because there were no more trains, that cost me $90. please credit my account for that amount",-1,2025-09-10 05:02:32,0,,0.387,Uber
drivers showed,"I ordered a car at eight p m on Tuesday night september 9th in lincoln park, four minute ride to the train station.My train leaves at 8:27, 2 of your drivers never showed up on time. So half an hour later, I actually missed my train that I could have walked to in 10 minutes, I ended up having to take an Uber from Lincoln Park to Manhattan, because there were no more trains, that cost me $90. please credit my account for that amount",-1,2025-09-10 05:02:32,0,,0.2735,Uber
credit account,"I ordered a car at eight p m on Tuesday night september 9th in lincoln park, four minute ride to the train station.My train leaves at 8:27, 2 of your drivers never showed up on time. So half an hour later, I actually missed my train that I could have walked to in 10 minutes, I ended up having to take an Uber from Lincoln Park to Manhattan, because there were no more trains, that cost me $90. please credit my account for that amount",-1,2025-09-10 05:02:32,0,,0.2609,Uber
minutes ended,"I ordered a car at eight p m on Tuesday night september 9th in lincoln park, four minute ride to the train station.My train leaves at 8:27, 2 of your drivers never showed up on time. So half an hour later, I actually missed my train that I could have walked to in 10 minutes, I ended up having to take an Uber from Lincoln Park to Manhattan, because there were no more trains, that cost me $90. please credit my account for that amount",-1,2025-09-10 05:02:32,0,,0.2262,Uber
good safety,good safety,1,2025-09-10 05:00:24,0,,1.0,Uber
safety wellbeing,good safety,1,2025-09-10 05:00:24,0,,0.8633,Uber
wise good,good safety,1,2025-09-10 05:00:24,0,,0.3426,Uber
uber app,The greatest App in the world is Uber.. I can't imagine my life without Uber App.. Amazing App. Decent Riders.. Accurate in time.. THANKS UBER,1,2025-09-10 04:55:12,0,,0.8113,Uber
decent riders,The greatest App in the world is Uber.. I can't imagine my life without Uber App.. Amazing App. Decent Riders.. Accurate in time.. THANKS UBER,1,2025-09-10 04:55:12,0,,0.3506,Uber
greatest,The greatest App in the world is Uber.. I can't imagine my life without Uber App.. Amazing App. Decent Riders.. Accurate in time.. THANKS UBER,1,2025-09-10 04:55:12,0,,0.2092,Uber
accurate time,The greatest App in the world is Uber.. I can't imagine my life without Uber App.. Amazing App. Decent Riders.. Accurate in time.. THANKS UBER,1,2025-09-10 04:55:12,0,,0.1515,Uber
imagine life,The greatest App in the world is Uber.. I can't imagine my life without Uber App.. Amazing App. Decent Riders.. Accurate in time.. THANKS UBER,1,2025-09-10 04:55:12,0,,0.1412,Uber
trips r100,I don't understand this app. They give you the option to WAIT AND SAVE then after your trip they make your total higher than a normal trip. I waited 20 minutes for a trip yesterday to save as the trips were R100 and I wasn't even going far. The trip showed R75 as soon as I got home the trip was then R113. Thieves.,-1,2025-09-10 04:54:40,0,,0.4528,Uber
app option,I don't understand this app. They give you the option to WAIT AND SAVE then after your trip they make your total higher than a normal trip. I waited 20 minutes for a trip yesterday to save as the trips were R100 and I wasn't even going far. The trip showed R75 as soon as I got home the trip was then R113. Thieves.,-1,2025-09-10 04:54:40,0,,0.3047,Uber
waited 20,I don't understand this app. They give you the option to WAIT AND SAVE then after your trip they make your total higher than a normal trip. I waited 20 minutes for a trip yesterday to save as the trips were R100 and I wasn't even going far. The trip showed R75 as soon as I got home the trip was then R113. Thieves.,-1,2025-09-10 04:54:40,0,,0.2775,Uber
thieves,I don't understand this app. They give you the option to WAIT AND SAVE then after your trip they make your total higher than a normal trip. I waited 20 minutes for a trip yesterday to save as the trips were R100 and I wasn't even going far. The trip showed R75 as soon as I got home the trip was then R113. Thieves.,-1,2025-09-10 04:54:40,0,,0.2428,Uber
total higher,I don't understand this app. They give you the option to WAIT AND SAVE then after your trip they make your total higher than a normal trip. I waited 20 minutes for a trip yesterday to save as the trips were R100 and I wasn't even going far. The trip showed R75 as soon as I got home the trip was then R113. Thieves.,-1,2025-09-10 04:54:40,0,,0.1867,Uber
excellent,Excellent app,1,2025-09-10 04:49:00,0,,1.0,Uber
price app,Excellent app,1,2025-09-10 04:49:00,0,,0.7476,Uber
uber app,Uber app is not well for emergency pupose or something else. Uber app driver is having very bad egoes they donot accept anyrequest for riding they are very bad in nature they have not any manner how to speak according to problem or as per condition.uber is not useful unless until they consume good drivers.😒,-1,2025-09-10 04:45:34,0,,0.7087,Uber
